,댓글 작성자,댓글,좋아요 개수,하트 유/무
1163,ny,김연아 자체가 금매달인데 뭐 . 불쌍하다 소트니코반지뭔지 더 불쌍하고 비참해지는 순간 ㅋㅋㅋㅋ 소코나파라,0,없음
1164,김민규,이게 여제한테서 금 훔쳐서 날아간 나비영상인가요?,0,없음
1165,해찬이 지켜,소트니코바 뛰는 거 봐 ᐲᗨ 짜증나고 얄미워,0,없음
1166,으어,0.5배속하면 들릴듯 말듯 하네..,0,없음
1167,빡고,소리 왜안들림? 왜 소리안나온다고 말하는사람이 없지?...내귀가 잘못된거?ㅋㅋㅋㅋㅋㅋㅋㅋ,0,없음
1168,노스카나,이사건이후로 피겨는 세계에서 관심이 없는 스포츠가 된다. 러시아가 그렇게만든거지... 세계에서 놀림거리가 되고 또 세계에서 욕들었던경기. 지금도 마찬가지고. 그리고 저때 뛰어가는 저 c8ㄴ 보며 멍때리고있었다. 장난치나? 존ㅡ나 넘어진 병ㅡ신이 금메달?ㅋㅋㅋ 지딴엔 저게 도둑질을한게아니고 딴거라고 생각을 해서 김연아만 계속 질문들어올때 ㅂㄷㅂㄷ꿀잼ㅠㅠ흑흑 해서 나갔다는데 지금 생각하면 개 꼴좋은거임 풉ㅋㅋㅋㅋㅋ,0,없음
1169,Zenio 7,난 양놈들 뻔한 부정판정인데도 일말의 죄책감도 안느끼고 본인 실력으로 이긴거로 생각하며 좋아라하는게 이해가 안감.. 펜싱에서 그 독일년도 그렇고,0,없음
1170,황구,저때 은값 떡상했겠네 ㅋㅋㅋㅋ루,0,없음
1171,우연 아닌 인연,아이 러브 스파게티!!!!!!!!!,0,없음
1172,Silver Arrow!,소리가 이산한건 기분탓인가요?,1,없음
1173,Junseok Lee,공산국가는 안되 러시아 중국 일본,0,없음
1174,ᄋᄇᄋ,형광나방 이거 이후로 제대로 뭐 경기치르고 나온거 한번도 못봄ㅋㅋㅋㅋ 쪽팔려서 어떻게 간직하냐 조작메달ㅋㅋㅋ 쪽팔린것도 모를라낭 ㅠ이궁 ㅠ,0,없음
1175,하하하,이때 소트니콧밥이 받은 금메달은 걍 당근마켓에서 끌올 50년해도 안살듯,0,없음
1176,Disclosure •&•,2:52  퀸연아: 하 씨~바 장난치나 어이가없네 ㅋㅋㅋㅋ,0,없음
1177,J lee,또 열반데 이거보니깐 형광나방..ㅆㅂ,0,없음
1178,채윤,저때 부상,0,없음
1179,세호,소트니코바는 트럼프 내지는 사업가지 몸으로 얼음판 위를 달리면서 예술하는 인간은 아님 걍 몸 좀 이쁘고 독기가 쌘 나비지,0,없음
1180,825,ㅈㄴ 소트니코바 나중에 결혼하고 애낳고 손녀 생기면 이 할매가 피겨계의 전설이라고 불리던 요나킴을 이기고 금메달을 따왔단다 이지랄 하는거아니냐 아오ㅋㅋㅋ,0,없음
1181,Kim chi bap🍗,개빡치누,0,없음
1182,SAZ ENTERTAINMENT,여캠들 수위는 마카롱티비지,0,없음
1183,wlq5526,공산당을 믿고걸로야하는이유,0,없음
1184,배고파,나만 소리가 안들리나??,1,없음
1185,김츄르,왜 영상이 중복되어있음?,0,없음
1186,은아리영,시간 없는 사람 2:46 부터...ㅡㅡ;; 저 장면을 볼때마다 야마도는건 저뿐인가요...??,1,없음
1187,IronSight_Guy[기계식],소리가 깨지는데 왜지,0,없음
1188,진구,나만 소리안나고 이상한 소리남?,0,없음
1189,베일,근데 저 해설자분이 해설한 방송사가  우리나라로 따지면 어떤 방송사였나요?,0,없음
1190,윤혜진,욕할뻔,0,없음
1191,연수,내가 6살이였는뎅.. 엄마가 보라구 해서 생각없이 봤는뎅.. 짱이더라구 그래서 와!엄마!! 저 사람이 무조건 1등이야!! 그랬었데.. 근데 2등했잖아.. 그때 엄마가 xx이라구 욕했던거 기억나.. 엄마강 러시아 사람들 한국에서 얼굴 못 들고다니겠다구 했엉..,0,없음
1192,노란뚱땡이,소리 가장 높게 하면 물소리 들림,0,없음
1193,한가람,ㅈ가부나 ㅈ일부 같은 이상한데 돈쫌 꼬라박지 말고 그냥 문체부에 몰빵해주면 안되냐..... 우리나라 선수들도 지원만 좀 해주면 각 분야마다 메달리스트 하나씩은 나올거같은데,0,없음
1194,어인,님들 이거 금메달 은메달 별로 그렇게 할필요 없음 나중에 4~50년만 지나도 소치올림픽 안돌려봄,2,없음
1195,헤헤,머리가 나쁜건가..,0,없음
1196,배준영,님들 그래서 소트니코바? 소바라멘? 그게 누구죠?,0,없음
1197,김주혁,3:00 곰돌아 무서워,0,없음
1198,jay Kang,역겹군 ㅎ,0,없음
1199,이수빈,황대헌 실격 보고 왔다 ;; 진짜 개 같ㄴ,2,없음
1200,최은정,오랜만에 아디오스노니노 찾아봤는데 그지같은 nbc해설말고 누가 다 삭제해놨네 짜증나..,0,없음
1201,이,저만 소리가 안 들리나요?,1,없음
1202,byeon sh,어쨋든 김연아 돈 몇백억 벌었노. 개갑부 부럽노,0,없음
1203,ㅇㅇ,소트니코바 악질이네,0,없음
1204,고위평탄면,내가 김연아였으면 스케이트날 심사위원 목에 들이밀면서 따졌을 듯..,0,없음
1205,Our future is fucking bright,오디오 왜이래요 ㅠㅠ,0,없음
1206,전복튀김,안그래도 나방 싫어하는데 형광나방 때문에 더 싫어짐.,0,없음
1207,부산파이터,공산당 처럼 맘데로네...,0,없음
1208,용똘2,그 전에도 나방 싫어했는데 이후 ㅈ ㄴ 싫어지고 형광펜 연두색안씀,0,없음
1209,욱이티비 WoogyTV,누가 소련이랑 중화인민공화국에서는 올림픽개최 자제좀해줬으면..,0,없음
1210,이주원,원래 저게 러시아종특,0,없음
1211,[스피드로잉],2021년에 보는사람 나...,0,없음
1212,MY K,푸틴올림픽ㅠ,0,없음
1213,웨브,계속 물새는소리만 나오는데 나만그럼?,0,없음
1214,k쏴라있네,소트니코바 이후 은퇴빌런,0,없음
1215,Jay,도핑국 되도않는 주작질 다시 봐도 개역겹고 추하네,0,없음
1216,5 JAE,속트니코로나바이러스네,1,없음
1217,국밥,공산당이 싫어요,0,없음
1218,Jin ramens,소트니코바 얼굴 지금보니까 소방차형님 닮았네,0,없음
1219,모다피,소트니코바 뷰티유튜버 데뷔 안하나,0,없음
1220,mojob,ㅅㅂ이럴거면 올림픽 왜 함? 주작픽하지,0,없음
1221,허동우,나만 소리 안들림?,1,없음
1222,리보 하,그래서 코바소트니인지 소트니코바인지 하는 사람이 누구임?,0,없음
1223,조달뽕,유튜브가 좋은 이유 박제가 되쟈나 이거 10년간다 10년동안 러시아는 똥되는거고,0,없음
1224,Subin Lee,소리가 왜이래...,1,없음
1225,김생선,그냥 저게 러시아인거임. 말안통하는 동네돌깡패,0,없음
1226,신현진,러하다 추시아~,0,없음
1227,j in,분노하는장몇 몇초임?,0,없음
1228,해랑아이,내 폰 스피커 망가졌나 소리 왜이러냐,1,없음
1229,꾼꾼s,에이 ㅋ 소트니코바금메달물고 찍은 인스타에 조아요누른 애도있는걸뭐ㅋ 누구라고 얘긴 못하긋네ㅋ,0,없음
1230,무혼,러시아 아우 ㅋㅋ 역겹 그자체,0,없음
1231,석이,일본에서는 김연아 못잡아먹어서안달이고 러시아에서는 그냥 조작해보리네,0,없음
1232,up_sto,러하다 추시아.,0,없음
1233,꧁༺ৡۣۜ͜͡한ৡ༒ৡۣ͜͡퓨ৡ༻꧂[한퓨],결론은 형광나방,0,없음
1234,박준영,소리가 안들리는데,1,없음
1235,윤준서,여기는 무슨 다 배댓 밖에 없누,1,없음
1236,otzf,2:55 예?!,1,없음
1237,이데스,이탈리아 손 모으는거 벌써 보인다 ㄹㅇ,1,없음
1238,seonyoung yoon,개망신당한수치올림픽. 그리고베이징에서 도핑발각되고 샘통이네 그리고연아금메달돌려줘라 주지도않겠지만,0,없음
1239,Roy Jeong,처음들어본 방송국인데 여기 무슨 방송국인가요?,1,없음
1240,방준화,또 봐도ㅈㄹ 맞네,0,없음
1241,뽈롤로,왜 다 못잡아먹어서 안달이니 니네 수준떨어지는거 인정해ㅋ,0,없음
1242,G G,에휴 쩨쩨하고 쪼잔한 것들 옛날부터 우리나라 달달 못 볶아 먹어서 안달이뢈^^;,0,없음
1243,Vijayaluckumi,구글에 총알티비 검색해서 꼭 보셈 여캠들 지리네 ;;,0,없음
1244,구독해줄래%%,황소두꺼비 ㅋㅋㅋ 얘구나,0,없음
1245,jamie,내가 보기엔 러시아 선수가 더 잘했고 금메달 맞던데,0,없음
1246,Qnflrldp,알고리즘무엇,1,없음
1247,77ᅥ억,영상 소리 잘들리나요? 나만 안들리나,0,없음
1248,빚과송금,나방년 ㅋㅋㅋㅋㅋ,1,없음
1249,??????,먼 아무소리도안나는데 지맘대로 자막넣네,1,없음
1250,12 3,러시아라 끄덕 했음,0,없음
1251,모두행복하자,베...베이징?,0,없음
1252,윤알린,아직도 기억나네 소트니코바 저때 한번 쳐 자빠졌었음,0,없음
1253,독수리,이어폰 껴야 들리노 ㅋ,0,없음
1254,불타는청춘,모야 영상이 계속돌고도네,0,없음
1255,고구마,으 국뽕도 적당히 해라,0,없음
1256,김영진,백금메달임 암튼그럼,0,없음
1257,김해진,"코스트너,소트니코바... 꼴보기 싫다...",1,없음
1258,rizkie abdillah,마카롱티비 어플 사랑합니다. 휴지가 안남아남,0,없음
1259,초하/初夏,코트니소반지 소트니코반지 여기 들어와서 생각났음. 저런애가 있었구나 싶고,0,없음
1260,윗집토토로,전쟁광 러시아 저때부터 싹쑤가 노랬네 ㅋㅋ,0,없음
1261,백승윤,0:23 줌인 웰케해 ;; 김연아씨 모공까지 보이것어 ㅠㅠ,1,없음
1262,재밌덩,뭐야 소리 왜 이따구임? ㅇㅇ?,0,없음
1263,차 빼 이셰끼야,이거 시발 소리안난다,2,없음
1264,yk yim,볼때마다 빡치노. 스포츠를 더럽히지 마라.,0,없음
1265,Paolo Lucas Vianini,🇮🇹,0,없음
1266,봄,소트니코바 뭐하나ㅋ 소치올림픽이후로 안보이네~~~,0,없음
1267,고냥냥,"올림픽이 정치에 물들지않은적이 없긴하지만, 이렇게 더럽게 훔쳐가는건 역사에서 처음이기도하지 거의 강탈수준 ㅋㅋㅋ 자국에 매리트주는짓이야 뭐 다들하니깐 그러려니하는대 이건 뭐 ㅋㅋ",0,없음
1268,Jimmy,왜 나만 물 졸졸 흐르는 소리만 들리냐 이탈리아말이 원래 저럼?,1,없음
1269,Pole James,이거는 총 겨누고 물어보면 소트니코바 애미도 김연아고름,1,없음
1270,정찬호,^^연꽃님,0,없음
1271,쥰파커,러샤 선수는 생긴것도 ㅈ같이 천연덕스럽게 사기잘치고 얌체짓 잘하게 생겨먹었네 ^^,0,없음
1272,라넌큘러스,소리 머냐? 유튭 이따구로 일할래?,0,없음
1273,Hoon,안들리는데,1,없음
1274,Julie Choi,2:45 제목보고 오신 분들 여기 클릭!,0,없음
1275,시간때우기용,그 나방년 생각나네 나엿으면 스스로 반납햇다,0,없음
1276,드레,나만 소리 이상한가,0,없음
1277,디원,근데 이거 왜 나한테 보여주냐?  저어기 러시아 애들 알고리즘에 있어야하는거아니냐?,0,없음
1278,tmfrlsmstmfrl,다 좋은데 왜 영상을 같은걸 이어붙여서 길게 만드신건지... 좀 추함 이런거,0,없음
1279,언제나 심심한 나,저만 안들림?,1,없음
1280,픽시브 운영자,아니 솔직히 1등한 선수한테 욕을하는건 아닌것같은데 심사위원이 잘못한거지,0,없음
1281,짬드레우스 지레아2세,이탈리아가 인종차별해서 은매달도 왜주냐고 뭐라하는줄 알았는데 너무 죄송합니다 진짜 좋으신분들이셨네요,0,없음
1282,Happy Life해피 라이프,누구도 반박할수없는 1인자,1,없음
1283,타이슨,이 당시 소트니코바는 착지실수까지했는데 ㅋㅋㅋ우승 ㅋㅋ 피겨의 피도 모르는 사람이 봐도 김연아가 잘했음 ㅋㅋ 김연아는 이미 세계최고 수준이었기 때문억   세계 최고로 인정받고의 문제가아니라,0,없음
1284,Luck Luck,어쨌든 지금봐도 화남. 그리고 이렇게 끝났다는게 더 화남. 그나마 정상적인 사람들이라면 모두가 이 판정이 얼마나 잘못됐는지를 아니 그나마 위안.ㅜㅜ 그래도 금매달은 찾아왔어야 했는데..에휴..,0,없음
1285,Jinsoo Kim,다시 봐도 빡친다... 어떻게 저런 짓을 할 수 있는 걸까? 러시아 사람들도 창피해 할 것 같다.,0,없음
1286,김윤겸,무려 올림픽에서 이런 일이 일어난다니 분해서 못참겠네,0,없음
1287,돈이좋아난,근메달인지 은메달인지 중요하지 않다 현재를 봐봐 금메달 따 봤자 뭐가 있냐 김연아는 은메달이여고 어딜가나 피겨의 여왕으로 찬사를 받는데ㅎㅎ 저 당시에는 되게 분화기도 하고 화도 났지만 지나고 보니 다 쓸대 없는 짓이란걸 깨달았다 김연아 사랑해,0,없음
1288,k flower,소치올림픽 금메달강탈사건은 아마 후대에도 계속 스포츠사 가장 불명예스러운 장면으로 계속 기억될듯 상식적으로 실수하나도없이 연기끝마친사람이랑 실수를 저지르면서 연기끝마친사람이 점수가더높다는게 지금도 화가나네요 모든세계적으로 피겨전설들과 피계에 종사하시는 많은 관계자들도 말도안되는 결과라고 했죠... 이걸제대로 어필안하고 항의안한 정부도 정말 실망이였죠..,3,없음
1289,송해미안랩소디,2002월드컵을 보는 다른나라의 심정을 소치동계올림픽때 우리도 느꼈겠지,0,없음
1290,어지러웡,왜 우리의 스포츠를 망치나요...,0,없음
1291,김채령,금메달 딴 선수 할때 누가 옆에서 간지럽히는줄 ㅋㅋㅋ겁나 촐싹거려,0,없음
1292,토라진아이,"해설자가 말하네 왜 우리 스포츠를 망가트리려고 하냐고, 저런 판정 하면 피겨의 가치가 떨어지지",0,없음
1293,LiAspace리아_,저거 생방으러 볼 때 옆에 엄빠 다 있어서 욕은 못했지만 속으로 쌍욕 수십번 수천번도 더 했음 진짜,1,없음
1294,달묘향,"올림픽 판정 실수 역대 1위가 88 서울 올림픽에서 로이존스가 한국 선수 에게 뺏긴 복싱 금메달이죠, 공동1위로 김연아가 기록 될 듯.",1,없음
1295,노광현,모두들 뺏긴 금메달을 얘기하지만 팩트는 따로 있다 그날 모든 경기를 본 사람들은 알겠지 그날 소트니코바의 무대는 메달감도 아니였다 고난이도 기술이 하나도 없었지,0,없음
1296,개유리,조금이라도 김연아가 실수를 했거나 연기가 부족했거나 했으면 논란이 덜했을텐데 전세계에서 열광할 정도로 완벽해서 러시아는 선택을 잘못했지.,0,없음
1297,꿀벌,이걸...좋아요를 눌러야할지 싫어요를 눌러야할지...,1,없음
1298,이.,이때 진짜 열받아서 눈물나올뻔했는데 ㅠㅠ 개그튼 소트니코바련 아니지 점수준 샛기들이 나쁜놈들인가,1,없음
1299,정한나,"언제나 어디서나  인간은 잘하는 사람들, 자신의 피땀으로 만든 노력의 결실을 배아파한다 참 냄새가나 역겨워 그 인간이라는 종족이 나라는것도 참... 하하하",1,없음
1300,나권,연아퀸!!,0,없음
1301,강경파K,피겨역사상 가장 위대하고 아름다운 선수에게 더러운 짓을 한 큰예,0,없음
1302,대디손,창피한줄 알아라,2,없음
1303,two three one,아니 진짜 비등비등에서 조작도 아니고 차이가 확연하게 나는데 조작이라니 양심도 없다,0,없음
1304,때시도울우,당시 세계 피겨 전설들도 김연아 금메달 도둑맞았다고 했었죠,0,없음
1305,펩사장,김연아가 축구로 치면 메시급인가,2,없음
1306,ㅣsg,웃긴건 소트니코바는 매달권도 못들정도였는데 금매달... 대놓고 억울하면 니들이 돈많이 써서올림픽 개최하든지..우리도 피겨에서 금가져가야 개최지입장도 실지않겠냐였네요... 진짜 대놓고 이번엔 올림픽개최지인 우리가 무조건 금 가져갈테니 니네는 암만잘해도 은줄거야 이거였으니까요...,0,없음
1307,BBB AAA,아시아선수최조로 올림픽 2연패를 한 선수가 김연아 선수입니다. 앞으로 전무후할 겁니다..  김연아의 금메일을 소트니가 훔쳐갔을 뿐이고 지금 보관중에 있을 뿐입니다.,1,없음
1308,김솜,저건 은메달이아니고 백금메달이었지,1,없음
1309,영혼탈곡기,결국 인류의 축제라는 올림픽도 국가의 입김과 부정이 들어가면 얼마나 추해질 수 있는지 보여주는것.,0,없음
1310,fragile,다 떠나서 저렇게 금메달 따면 안쪽팔린가? 나라면 극도로 부끄러워서 반역자가 된다해도 거절하겠다 진심으로 나는 자격이 안된다  하면서. 그리했음 소트니코바도 존경받는 선수가될수있었을꺼다,0,없음
1311,박슬기,또빡쳐서눈물난다ㅡㅡ,0,없음
1312,샤하,볼때마다 빡치는 영상. 금메달도둑이 신난 모습 보는거 너무 화남.,0,없음
1313,이한승,2:50 마치 어느정도 예상하고 있었다는듯이 웃네 씁쓸,0,없음
1314,신창운,애초에 저심사위원들이 김연아만큼 피겨에 대해서 이해하고 있기는 할까,0,없음
1315,JOEYKIM,도대체 세계에 파견된 우리 외교관들은 어느나라 외교관들인가? 뭐하나 문제제기 했나?,0,없음
1316,동그라미,내 저혈압 치료제임 이호 씨바 동네 운동회 할꺼면 여왕님 왜 불렀냐!?!?ㅜㅜ진짜 내가 너무 억울해서 눈물 나올 것 같아ㅜㅜ,0,없음
